"quoteID","quoteText","subQuotationList","quoteByteSpans","speaker","addressees","quoteType","referringExpression","mentionTextsList","mentionSpansList","mentionEntitiesList"
"Q1071","What's the matter with the old one?","[""What's the matter with the old one?""]","[[125237, 125272]]","Jake Barnes","['Bill Gorton', 'Robert Cohn', 'The Carabineer']","Anaphoric","I asked","[[]]","[[]]","[[]]"
"Q1072","He hasn't got any passport.","[""He hasn't got any passport.""]","[[125285, 125312]]","The Carabineer","['Jake Barnes', 'Bill Gorton', 'Robert Cohn']","Implicit","nan","[[]]","[[]]","[[]]"
"Q1073","What will he do?","['What will he do?']","[[125377, 125393]]","Jake Barnes","['Bill Gorton', 'Robert Cohn', 'The Carabineer']","Anaphoric","I asked","[[]]","[[]]","[[]]"
"Q1074","Oh, he'll just wade across the stream.","[""Oh, he'll just wade across the stream.""]","[[125435, 125473]]","The Carabineer","['Jake Barnes', 'Bill Gorton', 'Robert Cohn']","Implicit","nan","[[]]","[[]]","[[]]"
"Q1075","Do you have much smuggling?","['Do you have much smuggling?']","[[125477, 125504]]","Jake Barnes","['Bill Gorton', 'Robert Cohn', 'The Carabineer']","Implicit","nan","[['you']]","[[[125480, 125483]]]","[[['The Carabineer']]]"
"Q1076","Oh, they go through.","['Oh,', 'they go through.']","[[125508, 125511], [125523, 125539]]","The Carabineer","['Jake Barnes', 'Bill Gorton', 'Robert Cohn']","Anaphoric","he said","[[], []]","[[], []]","[[], []]"
"Q1077","Well, Brett and Mike ought to get in to-night.","['Well,', 'Brett and Mike ought to get in to-night.']","[[129577, 129582], [129593, 129633]]","Jake Barnes","['Bill Gorton', 'Robert Cohn']","Anaphoric","I said","[[], ['Brett', 'Mike']]","[[], [[129593, 129598], [129603, 129607]]]","[[], [['Brett Ashley'], ['Mike Campbell']]]"
"Q1078","I'm not sure they'll come,","[""I'm not sure they'll come,""]","[[129637, 129663]]","Robert Cohn","['Jake Barnes', 'Bill Gorton']","Explicit","Cohn said","[['they']]","[[[129650, 129654]]]","[[['Mike Campbell', 'Brett Ashley']]]"
"Q1079","Why not? Of course they'll come.","['Why not?', ""Of course they'll come.""]","[[129678, 129686], [129700, 129723]]","Bill Gorton","['Jake Barnes', 'Robert Cohn']","Explicit","Bill said","[[], ['they']]","[[], [[129710, 129714]]]","[[], [['Mike Campbell', 'Brett Ashley']]]"
"Q1080","They're always late,","[""They're always late,""]","[[129727, 129747]]","Jake Barnes","['Bill Gorton', 'Robert Cohn']","Anaphoric","I said","[['They']]","[[[129727, 129731]]]","[[['Mike Campbell', 'Brett Ashley']]]"
"Q1081","I rather think they're not coming,","[""I rather think they're not coming,""]","[[129759, 129793]]","Robert Cohn","['Jake Barnes', 'Bill Gorton']","Explicit","Robert Cohn said","[['they']]","[[[129774, 129778]]]","[[['Mike Campbell', 'Brett Ashley']]]"
"Q1082","I'll bet you fifty pesetas they're here to-night,","[""I'll bet you fifty pesetas they're here to-night,""]","[[129888, 129937]]","Bill Gorton","['Jake Barnes', 'Robert Cohn']","Explicit","Bill said","[['you', 'they']]","[[[129897, 129900], [129915, 129919]]]","[[['Robert Cohn'], ['Mike Campbell', 'Brett Ashley']]]"
"Q1083","I'll take it, Good. You remember it, Jake. Fifty pesetas.","[""I'll take it,"", 'Good. You remember it, Jake. Fifty pesetas.']","[[130021, 130034], [130048, 130091]]","Robert Cohn","['Jake Barnes', 'Bill Gorton']","Explicit","Cohn said","[[], ['You', 'Jake']]","[[], [[130054, 130057], [130071, 130075]]]","[[], [['Jake Barnes'], ['Jake Barnes']]]"
"Q1084","I'll remember it myself,","[""I'll remember it myself,""]","[[130095, 130119]]","Bill Gorton","['Jake Barnes', 'Robert Cohn']","Explicit","Bill said","[[]]","[[]]","[[]]"
"Q1085","It's a sure thing they'll come, But maybe not to-night.","[""It's a sure thing they'll come,"", 'But maybe not to-night.']","[[130184, 130215], [130226, 130249]]","Jake Barnes","['Bill Gorton', 'Robert Cohn']","Anaphoric","I said","[['they'], []]","[[[130202, 130206]], []]","[[['Brett Ashley']], []]"
"Q1086","Want to call it off?","['Want to call it off?']","[[130253, 130273]]","Robert Cohn","['Jake Barnes', 'Bill Gorton']","Explicit","Cohn asked","[[]]","[[]]","[[]]"
"Q1087","No. Why should I? Make it a hundred if you like.","['No. Why should I? Make it a hundred if you like.']","[[130289, 130337]]","Bill Gorton","['Jake Barnes', 'Robert Cohn']","Implicit","nan","[['you']]","[[[130328, 130331]]]","[[['Robert Cohn']]]"
"Q1088","All right. I'll take that.","[""All right. I'll take that.""]","[[130341, 130367]]","Robert Cohn","['Jake Barnes', 'Bill Gorton']","Implicit","nan","[[]]","[[]]","[[]]"
"Q1089","That's enough, Or you'll have to make a book and give me some
of it.","[""That's enough,"", ""Or you'll have to make a book and give me some\nof it.""]","[[130371, 130385], [130396, 130449]]","Jake Barnes","['Bill Gorton', 'Robert Cohn']","Anaphoric","I said","[[], ['you']]","[[], [[130399, 130402]]]","[[], [['Robert Cohn']]]"
"Q1090","I'm satisfied, You'll probably win it back at
bridge, anyway.","[""I'm satisfied,"", ""You'll probably win it back at\nbridge, anyway.""]","[[130453, 130467], [130492, 130538]]","Robert Cohn","['Jake Barnes', 'Bill Gorton']","Explicit","Cohn said","[[], ['You']]","[[], [[130492, 130495]]]","[[], [['Bill Gorton']]]"
"Q1091","You haven't got it yet,","[""You haven't got it yet,""]","[[130542, 130565]]","Bill Gorton","['Jake Barnes', 'Robert Cohn']","Explicit","Bill said","[['You']]","[[[130542, 130545]]]","[[['Robert Cohn']]]"
"Q1092","Say, have I got any chance on that bet?","['Say,', 'have I got any chance on that bet?']","[[130700, 130704], [130724, 130758]]","Bill Gorton","['Jake Barnes']","Explicit","Bill said to me","[[], []]","[[], []]","[[], []]"
"Q1093","You've got a rotten chance. They've never been on time anywhere. If
their money doesn't come it's a cinch they won't get in to-night.","[""You've got a rotten chance. They've never been on time anywhere. If\ntheir money doesn't come it's a cinch they won't get in to-night.""]","[[130762, 130895]]","Jake Barnes","['Bill Gorton']","Implicit","nan","[['You', 'They', 'their', 'they']]","[[[130762, 130765], [130790, 130794], [130830, 130835], [130868, 130872]]]","[[['Bill Gorton'], ['Mike Campbell', 'Brett Ashley'], ['Mike Campbell', 'Brett Ashley'], ['Mike Campbell', 'Brett Ashley']]]"
"Q1094","I was sorry as soon as I opened my mouth. But I had to call him. He's
all right, I guess, but where does he get this inside stuff? Mike and
Brett fixed it up with us about coming down here.","[""I was sorry as soon as I opened my mouth. But I had to call him. He's\nall right, I guess, but where does he get this inside stuff? Mike and\nBrett fixed it up with us about coming down here.""]","[[130899, 131088]]","Bill Gorton","['Jake Barnes']","Implicit","nan","[['him', 'He', 'he', 'Mike', 'Brett', 'us']]","[[[130959, 130962], [130964, 130966], [131004, 131006], [131030, 131034], [131039, 131044], [131062, 131064]]]","[[['Robert Cohn'], ['Robert Cohn'], ['Robert Cohn'], ['Mike Campbell'], ['Brett Ashley'], ['Jake Barnes', 'Bill Gorton']]]"
"Q1095","Here he comes.","['Here he comes.']","[[131135, 131149]]","Jake Barnes","['Bill Gorton']","Implicit","nan","[['he']]","[[[131140, 131142]]]","[[['Robert Cohn']]]"
"Q1096","Well, let him not get superior and Jewish.","['Well, let him not get superior and Jewish.']","[[131153, 131195]]","Bill Gorton","['Jake Barnes']","Implicit","nan","[['him']]","[[[131163, 131166]]]","[[['Robert Cohn']]]"
"Q1097","The barber shop's closed, It's not open till four.","[""The barber shop's closed,"", ""It's not open till four.""]","[[131199, 131224], [131238, 131262]]","Robert Cohn","['Jake Barnes', 'Bill Gorton']","Explicit","Cohn said","[[], []]","[[], []]","[[], []]"
"Q1098","You must have been in a motor-car,","['You must have been in a motor-car,']","[[132357, 132391]]","The Porter","['Jake Barnes']","Anaphoric","he said","[['You']]","[[[132357, 132360]]]","[[['Jake Barnes']]]"
"Q1099","From Bayonne.","['From Bayonne.']","[[132485, 132498]]","Jake Barnes","['The Porter']","Implicit","nan","[[]]","[[]]","[[]]"
"Q1100","Well, well, I knew you were in a motor-car from the way the
dust was.","['Well, well,', 'I knew you were in a motor-car from the way the\ndust was.']","[[132502, 132513], [132525, 132582]]","The Porter","['Jake Barnes']","Anaphoric","he said","[[], ['you']]","[[], [[132532, 132535]]]","[[], [['Jake Barnes']]]"
"Q1101","I knew they wouldn't come,","[""I knew they wouldn't come,""]","[[135979, 136005]]","Robert Cohn","['Jake Barnes']","Explicit","Robert said","[['they']]","[[[135986, 135990]]]","[[['Mike Campbell', 'Brett Ashley']]]"
"Q1102","I thought they might,","['I thought they might,']","[[136055, 136076]]","Jake Barnes","['Robert Cohn']","Anaphoric","I said","[['they']]","[[[136065, 136069]]]","[[['Mike Campbell', 'Brett Ashley']]]"
"Q1103","Didn't come, eh?","[""Didn't come, eh?""]","[[136159, 136175]]","Bill Gorton","['Jake Barnes', 'Robert Cohn']","Implicit","nan","[[]]","[[]]","[[]]"
"Q1104","No.","['No.']","[[136179, 136182]]","Jake Barnes","['Bill Gorton', 'Robert Cohn']","Implicit","nan","[[]]","[[]]","[[]]"
"Q1105","Do you mind if I give you that hundred pesetas in the morning, Cohn? I haven't changed any money here yet.","['Do you mind if I give you that hundred pesetas in the morning, Cohn?', ""I haven't changed any money here yet.""]","[[136186, 136254], [136269, 136306]]","Bill Gorton","['Jake Barnes', 'Robert Cohn']","Explicit","Bill asked","[['you', 'you', 'Cohn'], []]","[[[136189, 136192], [136208, 136211], [136249, 136253]], []]","[[['Robert Cohn'], ['Robert Cohn'], ['Robert Cohn']], []]"
"Q1106","Oh, forget about it, Let's bet on something else.
Can you bet on bull-fights?","['Oh, forget about it,', ""Let's bet on something else.\nCan you bet on bull-fights?""]","[[136310, 136330], [136351, 136407]]","Robert Cohn","['Jake Barnes', 'Bill Gorton']","Explicit","Robert Cohn said","[[], [""'s""]]","[[], [[136354, 136356]]]","[[], [['Bill Gorton', 'Robert Cohn']]]"
"Q1107","You could, but you don't need to.","['You could,', ""but you don't need to.""]","[[136411, 136421], [136435, 136457]]","Bill Gorton","['Jake Barnes', 'Robert Cohn']","Explicit","Bill said","[[], []]","[[], []]","[[], []]"
"Q1108","It would be like betting on the war, You don't need any
economic interest.","['It would be like betting on the war,', ""You don't need any\neconomic interest.""]","[[136461, 136497], [136508, 136545]]","Jake Barnes","['Bill Gorton', 'Robert Cohn']","Anaphoric","I said","[[], []]","[[], []]","[[], []]"
"Q1109","I'm very curious to see them,","[""I'm very curious to see them,""]","[[136549, 136578]]","Robert Cohn","['Jake Barnes', 'Bill Gorton']","Explicit","Robert said","[[]]","[[]]","[[]]"
"Q1110","It's for
you.","[""It's for\nyou.""]","[[136656, 136669]]","Montoya","['Jake Barnes', 'Bill Gorton', 'Robert Cohn']","Implicit","nan","[['you']]","[[[136665, 136668]]]","[[['Jake Barnes']]]"
"Q1111","It's from them, They've stopped over in San Sebastian, Send their regards to
you. Well, We ought to pull out on the noon bus for Burguete. They
can follow us if they get in to-morrow night.","[""It's from them,"", ""They've stopped over in San Sebastian,"", 'Send their regards to\nyou.', 'Well,', 'We ought to pull out on the noon bus for Burguete. They\ncan follow us if they get in to-morrow night.']","[[136734, 136749], [136825, 136863], [136874, 136900], [137352, 137357], [137368, 137469]]","Jake Barnes","['Bill Gorton', 'Robert Cohn']","Anaphoric","I said","[['them'], ['They'], ['their', 'you'], [], ['We', 'They', 'us', 'they']]","[[[136744, 136748]], [[136825, 136829]], [[136879, 136884], [136896, 136899]], [], [[137368, 137370], [137419, 137423], [137435, 137437], [137441, 137445]]]","[[['Mike Campbell', 'Brett Ashley']], [['Mike Campbell', 'Brett Ashley']], [['Mike Campbell', 'Brett Ashley'], ['Robert Cohn']], [], [['Jake Barnes', 'Bill Gorton', 'Robert Cohn'], ['Mike Campbell', 'Brett Ashley'], ['Jake Barnes', 'Bill Gorton', 'Robert Cohn'], ['Mike Campbell', 'Brett Ashley']]]"
"Q1112","That sounds like a good idea,","['That sounds like a good idea,']","[[137576, 137605]]","Robert Cohn","['Jake Barnes', 'Bill Gorton']","Explicit","Cohn said","[[]]","[[]]","[[]]"
"Q1113","The sooner we get on the stream the better.","['The sooner we get on the stream the better.']","[[137620, 137663]]","Jake Barnes","['Bill Gorton', 'Robert Cohn']","Implicit","nan","[['we']]","[[[137631, 137633]]]","[[['Jake Barnes', 'Bill Gorton', 'Robert Cohn']]]"
"Q1114","It's all one to me when we start, The sooner the better.","[""It's all one to me when we start,"", 'The sooner the better.']","[[137667, 137700], [137714, 137736]]","Bill Gorton","['Jake Barnes', 'Robert Cohn']","Explicit","Bill said","[['we'], []]","[[[137691, 137693]], []]","[[['Jake Barnes', 'Bill Gorton', 'Robert Cohn']], []]"
"Q1115","This is a comfortable caf , Did you have a good night,
Jake?","['This is a comfortable caf ,', 'Did you have a good night,\nJake?']","[[138367, 138394], [138406, 138438]]","Robert Cohn","['Jake Barnes']","Anaphoric","he said","[[], ['you', 'Jake']]","[[], [[138410, 138413], [138433, 138437]]]","[[], [['Jake Barnes'], ['Jake Barnes']]]"
"Q1116","I slept like a log.","['I slept like a log.']","[[138442, 138461]]","Jake Barnes","['Robert Cohn']","Implicit","nan","[[]]","[[]]","[[]]"
"Q1117","I didn't sleep very well. Bill and I were out late, too.","[""I didn't sleep very well. Bill and I were out late, too.""]","[[138465, 138521]]","Robert Cohn","['Jake Barnes']","Implicit","nan","[['Bill']]","[[[138491, 138495]]]","[[['Bill Gorton']]]"
"Q1118","Where were you?","['Where were you?']","[[138525, 138540]]","Jake Barnes","['Robert Cohn']","Implicit","nan","[['you']]","[[[138536, 138539]]]","[[['Bill Gorton', 'Robert Cohn']]]"
"Q1119","Here. And after it shut we went over to that other caf . The old man
there speaks German and English.","['Here. And after it shut we went over to that other caf . The old man\nthere speaks German and English.']","[[138544, 138645]]","Robert Cohn","['Jake Barnes']","Implicit","nan","[['we']]","[[[138568, 138570]]]","[[['Bill Gorton', 'Robert Cohn']]]"
"Q1120","The Caf  Suizo.","['The Caf  Suizo.']","[[138649, 138664]]","Jake Barnes","['Robert Cohn']","Implicit","nan","[[]]","[[]]","[[]]"
"Q1121","That's it. He seems like a nice old fellow. I think it's a better caf 
than this one.","[""That's it. He seems like a nice old fellow. I think it's a better caf \nthan this one.""]","[[138668, 138753]]","Robert Cohn","['Jake Barnes']","Implicit","nan","[[]]","[[]]","[[]]"
"Q1122","It's not so good in the daytime, Too hot. By the way, I got
the bus tickets.","[""It's not so good in the daytime,"", 'Too hot. By the way, I got\nthe bus tickets.']","[[138757, 138789], [138800, 138843]]","Jake Barnes","['Robert Cohn']","Anaphoric","I said","[[], []]","[[], []]","[[], []]"
"Q1123","I'm not going up to-day. You and Bill go on ahead.","[""I'm not going up to-day. You and Bill go on ahead.""]","[[138847, 138897]]","Robert Cohn","['Jake Barnes']","Implicit","nan","[['You', 'Bill']]","[[[138872, 138875], [138880, 138884]]]","[[['Jake Barnes'], ['Bill Gorton']]]"
"Q1124","I've got your ticket.","[""I've got your ticket.""]","[[138901, 138922]]","Jake Barnes","['Robert Cohn']","Implicit","nan","[['your']]","[[[138910, 138914]]]","[[['Robert Cohn']]]"
"Q1125","Give it to me. I'll get the money back.","[""Give it to me. I'll get the money back.""]","[[138926, 138965]]","Robert Cohn","['Jake Barnes']","Implicit","nan","[[]]","[[]]","[[]]"
"Q1126","It's five pesetas.","[""It's five pesetas.""]","[[138969, 138987]]","Jake Barnes","['Robert Cohn']","Implicit","nan","[[]]","[[]]","[[]]"
"Q1127","I ought to stay, You see I'm afraid there's some sort of
misunderstanding.","['I ought to stay,', ""You see I'm afraid there's some sort of\nmisunderstanding.""]","[[139059, 139075], [139087, 139144]]","Robert Cohn","['Jake Barnes']","Anaphoric","he said","[[], ['You']]","[[], [[139087, 139090]]]","[[], [['Jake Barnes']]]"
"Q1128","Why, They may not come here for three or four days now if
they start on parties at San Sebastian.","['Why,', 'They may not come here for three or four days now if\nthey start on parties at San Sebastian.']","[[139148, 139152], [139163, 139255]]","Jake Barnes","['Robert Cohn']","Anaphoric","I said","[[], ['They', 'they']]","[[], [[139163, 139167], [139216, 139220]]]","[[], [['Mike Campbell', 'Brett Ashley'], ['Mike Campbell', 'Brett Ashley']]]"
"Q1129","That's just it, I'm afraid they expected to meet me at
San Sebastian, and that's why they stopped over.","[""That's just it,"", ""I'm afraid they expected to meet me at\nSan Sebastian, and that's why they stopped over.""]","[[139259, 139274], [139290, 139377]]","Robert Cohn","['Jake Barnes']","Explicit","said Robert","[[], ['they', 'they']]","[[], [[139301, 139305], [139359, 139363]]]","[[], [['Mike Campbell', 'Brett Ashley'], ['Mike Campbell', 'Brett Ashley']]]"
"Q1130","What makes you think that?","['What makes you think that?']","[[139381, 139407]]","Jake Barnes","['Robert Cohn']","Implicit","nan","[['you']]","[[[139392, 139395]]]","[[['Robert Cohn']]]"
"Q1131","Well, I wrote suggesting it to Brett.","['Well, I wrote suggesting it to Brett.']","[[139411, 139448]]","Robert Cohn","['Jake Barnes']","Implicit","nan","[['Brett']]","[[[139442, 139447]]]","[[['Brett Ashley']]]"
"Q1132","Why in hell didn't you stay there and meet them then?","[""Why in hell didn't you stay there and meet them then?""]","[[139452, 139505]]","Jake Barnes","['Robert Cohn']","Anaphoric","I started to say","[['you', 'them']]","[[[139471, 139474], [139495, 139499]]]","[[['Robert Cohn'], ['Brett Ashley', 'Mike Campbell']]]"
"Q1133","Well, Bill and I will go up right after lunch,","['Well, Bill and I will go up right after lunch,']","[[139784, 139830]]","Jake Barnes","['Robert Cohn']","Anaphoric","I said","[['Bill']]","[[[139790, 139794]]]","[[['Bill Gorton']]]"
"Q1134","I wish I could go. We've been looking forward to this fishing all
winter.","[""I wish I could go. We've been looking forward to this fishing all\nwinter.""]","[[139842, 139915]]","Robert Cohn","['Jake Barnes']","Implicit","nan","[['We']]","[[[139861, 139863]]]","[[['Jake Barnes', 'Robert Cohn']]]"
"Q1135","But I ought to stay. I
really ought. As soon as they come I'll bring them right up.","[""But I ought to stay. I\nreally ought. As soon as they come I'll bring them right up.""]","[[139953, 140036]]","Robert Cohn","['Jake Barnes']","Implicit","nan","[['they', 'them']]","[[[140001, 140005], [140022, 140026]]]","[[['Mike Campbell', 'Brett Ashley'], ['Mike Campbell', 'Brett Ashley']]]"
"Q1136","Let's find Bill.","[""Let's find Bill.""]","[[140040, 140056]]","Jake Barnes","['Robert Cohn']","Implicit","nan","[[""'s"", 'Bill']]","[[[140043, 140045], [140051, 140055]]]","[[['Jake Barnes', 'Robert Cohn'], ['Bill Gorton']]]"
"Q1137","I want to go over to the barber-shop.","['I want to go over to the barber-shop.']","[[140060, 140097]]","Robert Cohn","['Jake Barnes']","Implicit","nan","[[]]","[[]]","[[]]"
"Q1138","See you at lunch.","['See you at lunch.']","[[140101, 140118]]","Jake Barnes","['Robert Cohn']","Implicit","nan","[['you']]","[[[140105, 140108]]]","[[['Robert Cohn']]]"
"Q1139","Oh, yes, he told me all about it last night, He's a great
little confider. He said he had a date with Brett at San Sebastian.","['Oh, yes, he told me all about it last night,', ""He's a great\nlittle confider. He said he had a date with Brett at San Sebastian.""]","[[140168, 140212], [140226, 140306]]","Bill Gorton","['Jake Barnes']","Explicit","Bill said","[['he'], ['He', 'He', 'he', 'Brett']]","[[[140177, 140179]], [[140226, 140228], [140256, 140258], [140264, 140266], [140283, 140288]]]","[[['Robert Cohn']], [['Robert Cohn'], ['Robert Cohn'], ['Robert Cohn'], ['Brett Ashley']]]"
"Q1140","The lying bastard!","['The lying bastard!']","[[140310, 140328]]","Jake Barnes","['Bill Gorton']","Implicit","nan","[['The lying bastard']]","[[[140310, 140327]]]","[[['Robert Cohn']]]"
"Q1141","Oh, no, Don't get sore. Don't get sore at this stage of
the trip. How did you ever happen to know this fellow, anyway?","['Oh, no,', ""Don't get sore. Don't get sore at this stage of\nthe trip. How did you ever happen to know this fellow, anyway?""]","[[140332, 140339], [140353, 140463]]","Bill Gorton","['Jake Barnes']","Explicit","said Bill","[[], ['you', 'this fellow']]","[[], [[140419, 140422], [140443, 140454]]]","[[], [['Jake Barnes'], ['Robert Cohn']]]"
"Q1142","Don't rub it in.","[""Don't rub it in.""]","[[140467, 140483]]","Jake Barnes","['Bill Gorton']","Implicit","nan","[[]]","[[]]","[[]]"
"Q1143","Didn't you send him with a letter to me in New York last winter? Thank
God, I'm a travelling man. Haven't you got some more Jewish friends you
could bring along?","[""Didn't you send him with a letter to me in New York last winter? Thank\nGod, I'm a travelling man. Haven't you got some more Jewish friends you\ncould bring along?""]","[[140590, 140751]]","Bill Gorton","['Jake Barnes']","Implicit","nan","[['you', 'him', 'you', 'you']]","[[[140597, 140600], [140606, 140609], [140696, 140699], [140729, 140732]]]","[[['Jake Barnes'], ['Robert Cohn'], ['Jake Barnes'], ['Jake Barnes']]]"
"Q1144","You've got some fine ones yourself.","[""You've got some fine ones yourself.""]","[[140837, 140872]]","Jake Barnes","['Bill Gorton']","Implicit","nan","[['You']]","[[[140837, 140840]]]","[[['Bill Gorton']]]"
"Q1145","Oh, yes. I've got some darbs. But not alongside of this Robert Cohn.
The funny thing is he's nice, too. I like him. But he's just so awful.","[""Oh, yes. I've got some darbs. But not alongside of this Robert Cohn.\nThe funny thing is he's nice, too. I like him. But he's just so awful.""]","[[140876, 141015]]","Bill Gorton","['Jake Barnes']","Implicit","nan","[['Robert Cohn', 'he', 'him', 'he']]","[[[140932, 140943], [140964, 140966], [140987, 140990], [140996, 140998]]]","[[['Robert Cohn'], ['Robert Cohn'], ['Robert Cohn'], ['Robert Cohn']]]"
"Q1146","He can be damn nice.","['He can be damn nice.']","[[141019, 141039]]","Jake Barnes","['Bill Gorton']","Implicit","nan","[['He']]","[[[141019, 141021]]]","[[['Robert Cohn']]]"
"Q1147","I know it. That's the terrible part.","[""I know it. That's the terrible part.""]","[[141043, 141079]]","Bill Gorton","['Jake Barnes']","Implicit","nan","[[]]","[[]]","[[]]"
"Q1148","Yes. Go on and laugh, You weren't out with him last night
until two o'clock.","['Yes. Go on and laugh,', ""You weren't out with him last night\nuntil two o'clock.""]","[[141095, 141116], [141130, 141184]]","Bill Gorton","['Jake Barnes']","Explicit","said Bill","[[], ['You', 'him']]","[[], [[141130, 141133], [141151, 141154]]]","[[], [['Jake Barnes'], ['Robert Cohn']]]"
"Q1149","Was he very bad?","['Was he very bad?']","[[141188, 141204]]","Jake Barnes","['Bill Gorton']","Implicit","nan","[['he']]","[[[141192, 141194]]]","[[['Robert Cohn']]]"
"Q1150","Awful. What's all this about him and Brett, anyway? Did she ever have
anything to do with him?","[""Awful. What's all this about him and Brett, anyway? Did she ever have\nanything to do with him?""]","[[141208, 141302]]","Bill Gorton","['Jake Barnes']","Implicit","nan","[['him', 'Brett', 'she', 'him']]","[[[141237, 141240], [141245, 141250], [141264, 141267], [141298, 141301]]]","[[['Robert Cohn'], ['Brett Ashley'], ['Brett Ashley'], ['Robert Cohn']]]"
"Q1151","Sure. She went down to San Sebastian with him.","['Sure. She went down to San Sebastian with him.']","[[141362, 141408]]","Jake Barnes","['Bill Gorton']","Implicit","nan","[['She', 'him']]","[[[141368, 141371], [141404, 141407]]]","[[['Brett Ashley'], ['Robert Cohn']]]"
"Q1152","What a damn-fool thing to do. Why did she do that?","['What a damn-fool thing to do. Why did she do that?']","[[141412, 141462]]","Bill Gorton","['Jake Barnes']","Implicit","nan","[['she']]","[[[141450, 141453]]]","[[['Brett Ashley']]]"
"Q1153","She wanted to get out of town and she can't go anywhere alone. She said
she thought it would be good for him.","[""She wanted to get out of town and she can't go anywhere alone. She said\nshe thought it would be good for him.""]","[[141466, 141575]]","Jake Barnes","['Bill Gorton']","Implicit","nan","[['She', 'she', 'She', 'she', 'him']]","[[[141466, 141469], [141500, 141503], [141529, 141532], [141538, 141541], [141571, 141574]]]","[[['Brett Ashley'], ['Brett Ashley'], ['Brett Ashley'], ['Brett Ashley'], ['Robert Cohn']]]"
"Q1154","What bloody-fool things people do. Why didn't she go off with some of
her own people? Or you? or me? Why not me? It's an honest face. It's a face any woman would be
safe with.","[""What bloody-fool things people do. Why didn't she go off with some of\nher own people? Or you?"", 'or me? Why not me?', ""It's an honest face. It's a face any woman would be\nsafe with.""]","[[141579, 141672], [141698, 141716], [141809, 141871]]","Bill Gorton","['Jake Barnes']","Anaphoric","he slurred that over","[['she', 'her', 'you'], [], []]","[[[141625, 141628], [141649, 141652], [141668, 141671]], [], []]","[[['Brett Ashley'], ['Brett Ashley'], ['Jake Barnes']], [], []]"
"Q1155","She'd never seen it.","[""She'd never seen it.""]","[[141875, 141895]]","Jake Barnes","['Bill Gorton']","Implicit","nan","[['She']]","[[[141875, 141878]]]","[[['Brett Ashley']]]"
"Q1156","She should have. All women should see it. It's a face that ought to be
thrown on every screen in the country. Every woman ought to be given a
copy of this face as she leaves the altar. Mothers should tell their
daughters about this face. My son","[""She should have. All women should see it. It's a face that ought to be\nthrown on every screen in the country. Every woman ought to be given a\ncopy of this face as she leaves the altar. Mothers should tell their\ndaughters about this face. My son""]","[[141899, 142143]]","Bill Gorton","['Jake Barnes']","Implicit","nan","[['She']]","[[[141899, 141902]]]","[[['Brett Ashley']]]"
"Q1157","go west
with this face and grow up with the country.","['go west\nwith this face and grow up with the country.']","[[142175, 142227]]","Bill Gorton","['Jake Barnes']","Implicit","nan","[[]]","[[]]","[[]]"
"Q1158","My God! isn't it an awful face?","['My God!', ""isn't it an awful face?""]","[[142398, 142405], [142417, 142440]]","Bill Gorton","['Jake Barnes']","Anaphoric","he said","[[], []]","[[], []]","[[], []]"
"Q1159","And as for this Robert Cohn, he makes me sick, and he can
go to hell, and I'm damn glad he's staying here so we won't have him
fishing with us.","['And as for this Robert Cohn,', ""he makes me sick, and he can\ngo to hell, and I'm damn glad he's staying here so we won't have him\nfishing with us.""]","[[142469, 142497], [142511, 142625]]","Bill Gorton","['Jake Barnes']","Explicit","Bill said","[['this Robert Cohn,'], ['he', 'he', 'he', 'we', 'him', 'us']]","[[[142480, 142497]], [[142511, 142513], [142533, 142535], [142570, 142572], [142591, 142593], [142605, 142608], [142622, 142624]]]","[[['Robert Cohn']], [['Robert Cohn'], ['Robert Cohn'], ['Robert Cohn'], ['Jake Barnes', 'Bill Gorton'], ['Robert Cohn'], ['Jake Barnes', 'Bill Gorton']]]"
"Q1160","You're damn right.","[""You're damn right.""]","[[142629, 142647]]","Jake Barnes","['Bill Gorton']","Implicit","nan","[['You']]","[[[142629, 142632]]]","[[['Bill Gorton']]]"
"Q1161","We're going trout-fishing. We're going trout-fishing in the Irati
River, and we're going to get tight now at lunch on the wine of the
country, and then take a swell bus ride.","[""We're going trout-fishing. We're going trout-fishing in the Irati\nRiver, and we're going to get tight now at lunch on the wine of the\ncountry, and then take a swell bus ride.""]","[[142651, 142825]]","Bill Gorton","['Jake Barnes']","Implicit","nan","[['We', 'We', 'we']]","[[[142651, 142653], [142678, 142680], [142728, 142730]]]","[[['Jake Barnes', 'Bill Gorton'], ['Jake Barnes', 'Bill Gorton'], ['Jake Barnes', 'Bill Gorton']]]"
"Q1162","Come on. Let's go over to the Iru a and start,","[""Come on. Let's go over to the Iru a and start,""]","[[142829, 142875]]","Jake Barnes","['Bill Gorton']","Anaphoric","I said","[[""'s""]]","[[[142841, 142843]]]","[[['Jake Barnes', 'Bill Gorton']]]"
"Q1163","Pretty nice, eh?","['Pretty nice, eh?']","[[145298, 145314]]","The Basque","['Jake Barnes', 'Bill Gorton']","Implicit","nan","[[]]","[[]]","[[]]"
"Q1164","These Basques are swell people,","['These Basques are swell people,']","[[145318, 145349]]","Bill Gorton","['Jake Barnes', 'The Basque']","Explicit","Bill said","[[]]","[[]]","[[]]"
