"quoteID","quoteText","subQuotationList","quoteByteSpans","speaker","addressees","quoteType","referringExpression","mentionTextsList","mentionSpansList","mentionEntitiesList"
"Q364","The Queen! The Queen!","['The Queen! The Queen!']","[[86018, 86039]]","Five","['Seven', 'Two', 'Alice']","Explicit","Five who had been anxiously looking across the garden called out","[['The Queen', 'The Queen']]","[[[86018, 86027], [86029, 86038]]]","[[['The Queen'], ['The Queen']]]"
"Q365","and besides, what would be the use of a
procession, if people had all to lie down upon their
faces, so that they couldn't see it?","['and besides, what would be the use of a\nprocession,', ""if people had all to lie down upon their\nfaces, so that they couldn't see it?""]","[[87189, 87240], [87256, 87333]]","Alice","[]","Anaphoric","thought she","[[], []]","[[], []]","[[], []]"
"Q366","Who is this?","['Who is this?']","[[87491, 87503]]","The Queen","['The White Rabbit', 'Alice', 'The Knave Of Hearts', 'Seven', 'The King Of Hearts', 'Two', 'Five']","Explicit","the Queen said","[[]]","[[]]","[[]]"
"Q367","Idiot! What's your name, child?","['Idiot!', ""What's your name, child?""]","[[87579, 87585], [87670, 87694]]","The Queen","['The White Rabbit', 'Alice', 'The Knave Of Hearts', 'Seven', 'The King Of Hearts', 'Two', 'Five']","Explicit","said the Queen","[[], ['your', 'child']]","[[], [[87677, 87681], [87688, 87693]]]","[[], [['Alice'], ['Alice']]]"
"Q368","My name is Alice, so please your Majesty,","['My name is Alice, so please your Majesty,']","[[87698, 87739]]","Alice","['The White Rabbit', 'The Knave Of Hearts', 'Seven', 'The King Of Hearts', 'Two', 'Five', 'The Queen']","Explicit","said Alice","[['your Majesty']]","[[[87726, 87738]]]","[[['The Queen']]]"
"Q369","Why, they're only a pack of cards, after
all. I needn't be afraid of them!","[""Why, they're only a pack of cards, after\nall. I needn't be afraid of them!""]","[[87795, 87869]]","Alice","['Alice']","Anaphoric","she added to herself","[['they', 'them']]","[[[87800, 87804], [87864, 87868]]]","[[['The Queen', 'The Knave Of Hearts', 'The King Of Hearts', 'Two', 'Five', 'Seven'], ['The Queen', 'The Knave Of Hearts', 'The King Of Hearts', 'Two', 'Five', 'Seven']]]"
"Q370","And who are _these?_","['And who are _these?_']","[[87873, 87893]]","The Queen","['The White Rabbit', 'Alice', 'The Knave Of Hearts', 'Seven', 'The King Of Hearts', 'Two', 'Five']","Explicit","said the Queen","[['these']]","[[[87886, 87891]]]","[[['Five', 'Two', 'Seven']]]"
"Q371","How should _I_ know? It's
no business of _mine_.","['How should _I_ know?', ""It's\nno business of _mine_.""]","[[88204, 88224], [88269, 88296]]","Alice","['The White Rabbit', 'The Knave Of Hearts', 'Seven', 'The King Of Hearts', 'Two', 'Five', 'The Queen']","Explicit","said Alice","[[], []]","[[], []]","[[], []]"
"Q372","Off with her head! Off--","['Off with her head! Off--']","[[88403, 88427]]","The Queen","['The White Rabbit', 'Alice', 'The Knave Of Hearts', 'Seven', 'The King Of Hearts', 'Two', 'Five']","Explicit","The Queen turned crimson with fury and after glaring at her for a moment like a wild beast screamed","[['her']]","[[[88412, 88415]]]","[[['Alice']]]"
"Q373","Nonsense!","['Nonsense!']","[[88431, 88440]]","Alice","['The White Rabbit', 'The Knave Of Hearts', 'Seven', 'The King Of Hearts', 'Two', 'Five', 'The Queen']","Explicit","said Alice","[[]]","[[]]","[[]]"
"Q374","Consider, my
dear: she is only a child!","['Consider, my\ndear: she is only a child!']","[[88563, 88602]]","The King Of Hearts","['The White Rabbit', 'Alice', 'The Knave Of Hearts', 'Seven', 'Two', 'Five', 'The Queen']","Explicit","The King laid his hand upon her arm and timidly said","[['my\ndear', 'she']]","[[[88573, 88580], [88582, 88585]]]","[[['The Queen'], ['Alice']]]"
"Q375","Turn
them over!","['Turn\nthem over!']","[[88668, 88683]]","The Queen","['The White Rabbit', 'Alice', 'The Knave Of Hearts', 'Seven', 'Two', 'Five', 'The King Of Hearts']","Explicit","The Queen turned angrily away from him and said to the Knave","[['them']]","[[[88673, 88677]]]","[[['Two', 'Five', 'Seven']]]"
"Q376","Get up!","['Get up!']","[[88737, 88744]]","The Queen","['The White Rabbit', 'Alice', 'The Knave Of Hearts', 'Seven', 'Two', 'Five', 'The King Of Hearts']","Explicit","said the Queen","[[]]","[[]]","[[]]"
"Q377","Leave off that! You make me giddy. What _have_ you been doing
here?","['Leave off that!', 'You make me giddy.', 'What _have_ you been doing\nhere?']","[[88915, 88930], [88953, 88971], [89023, 89055]]","The Queen","['The White Rabbit', 'Alice', 'The Knave Of Hearts', 'Seven', 'Two', 'Five', 'The King Of Hearts']","Explicit","screamed the Queen","[[], ['You'], ['you']]","[[], [[88953, 88956]], [[89035, 89038]]]","[[], [['Two', 'Five', 'Seven']], [['Seven', 'Two', 'Five']]]"
"Q378","May it please your Majesty, we were trying--","['May it please your Majesty,', 'we were trying--']","[[89059, 89086], [89158, 89174]]","Two","['The White Rabbit', 'Alice', 'The Knave Of Hearts', 'Seven', 'Five', 'The King Of Hearts', 'The Queen']","Explicit","said Two","[['your Majesty'], ['we']]","[[[89073, 89085]], [[89158, 89160]]]","[[['The Queen']], [['Seven', 'Two', 'Five']]]"
"Q379","_I_ see! Off with their heads!","['_I_ see!', 'Off with their heads!']","[[89178, 89186], [89249, 89270]]","The Queen","['The White Rabbit', 'Alice', 'The Knave Of Hearts', 'Seven', 'Two', 'Five', 'The King Of Hearts']","Explicit","said the Queen","[[], ['their']]","[[], [[89258, 89263]]]","[[], [['Seven', 'Two', 'Five']]]"
"Q380","You shan't be beheaded!","[""You shan't be beheaded!""]","[[89413, 89436]]","Alice","['Seven', 'Two', 'Five']","Explicit","said Alice","[['You']]","[[[89413, 89416]]]","[[['Seven', 'Two', 'Five']]]"
"Q381","Are their heads off? That's right! Can you play croquet?","['Are their heads off?', ""That's right!"", 'Can you play croquet?']","[[89630, 89650], [89756, 89769], [89791, 89812]]","The Queen","['The White Rabbit', 'Alice', 'The Knave Of Hearts', 'The King Of Hearts']","Explicit","shouted the Queen","[['their'], [], ['you']]","[[[89634, 89639]], [], [[89795, 89798]]]","[[['Seven', 'Two', 'Five']], [], [['Alice']]]"
"Q382","Yes!","['Yes!']","[[89909, 89913]]","Alice","['The White Rabbit', 'The Knave Of Hearts', 'The King Of Hearts', 'The Queen']","Explicit","shouted Alice","[[]]","[[]]","[[]]"
"Q383","Come on, then!","['Come on, then!']","[[89932, 89946]]","The Queen","['The White Rabbit', 'Alice', 'The Knave Of Hearts', 'The King Of Hearts']","Explicit","roared the Queen","[[]]","[[]]","[[]]"
"Q384","It's--it's a very fine day!","[""It's--it's a very fine day!""]","[[90045, 90072]]","The White Rabbit","['Alice']","Anaphoric","said a timid voice","[[]]","[[]]","[[]]"
"Q385","Very, --where's the Duchess?","['Very,', ""--where's the Duchess?""]","[[90186, 90191], [90206, 90228]]","Alice","['The White Rabbit', 'The Knave Of Hearts', 'The King Of Hearts', 'The Queen']","Explicit","said Alice","[[], ['Duchess']]","[[], [[90220, 90227]]]","[[], [['The Duchess']]]"
"Q386","Hush! Hush! She's under
sentence of execution.","['Hush! Hush!', ""She's under\nsentence of execution.""]","[[90232, 90243], [90420, 90454]]","The White Rabbit","['Alice']","Explicit","said the Rabbit","[[], ['She']]","[[], [[90420, 90423]]]","[[], [['The Duchess']]]"
"Q387","What for?","['What for?']","[[90458, 90467]]","Alice","['The White Rabbit']","Explicit","said Alice","[[]]","[[]]","[[]]"
"Q388","Did you say 'What a pity!'?","[""Did you say 'What a pity!'?""]","[[90483, 90510]]","The White Rabbit","['Alice']","Explicit","the Rabbit asked","[['you']]","[[[90487, 90490]]]","[[['Alice']]]"
"Q389","No, I didn't, I don't think it's at all a pity. I said
'What for?'","[""No, I didn't,"", ""I don't think it's at all a pity. I said\n'What for?'""]","[[90532, 90545], [90560, 90612]]","Alice","['The White Rabbit']","Explicit","said Alice","[[], []]","[[], []]","[[], []]"
"Q390","She boxed the Queen's ears-- Oh, hush! The Queen will hear you! You see, she came rather late, and the
Queen said--","[""She boxed the Queen's ears--"", 'Oh, hush!', 'The Queen will hear you! You see, she came rather late, and the\nQueen said--']","[[90616, 90644], [90705, 90714], [90760, 90836]]","The White Rabbit","['Alice']","Explicit","the Rabbit began","[['She', 'the Queen'], [], ['The Queen', 'you', 'You', 'she', 'the\nQueen']]","[[[90616, 90619], [90626, 90635]], [], [[90760, 90769], [90780, 90783], [90785, 90788], [90794, 90797], [90820, 90829]]]","[[['The Duchess'], ['The Queen']], [], [['The Queen'], ['Alice'], ['Alice'], ['The Duchess'], ['The Queen']]]"
"Q391","Get to your places!","['Get to your places!']","[[90840, 90859]]","The Queen","['The White Rabbit', 'Alice', 'The Knave Of Hearts', 'The King Of Hearts']","Explicit","shouted the Queen","[['your']]","[[[90847, 90851]]]","[[['Alice', 'The Knave Of Hearts', 'The White Rabbit', 'The King Of Hearts']]]"
"Q392","Off with his head! Off with her head!","['Off with his head!', 'Off with her head!']","[[92446, 92464], [92470, 92488]]","The Queen","['The White Rabbit', 'Alice', 'The Knave Of Hearts', 'The King Of Hearts']","Explicit","the Queen was in a furious passion and went stamping about and shouting","[[], []]","[[], []]","[[], []]"
"Q393","and then, what would become of me? They're dreadfully
fond of beheading people here; the great wonder is, that there's any
one left alive!","['and then,', ""what would become of me? They're dreadfully\nfond of beheading people here; the great wonder is, that there's any\none left alive!""]","[[92658, 92667], [92683, 92811]]","Alice","[]","Anaphoric","thought she","[[], []]","[[], []]","[[], []]"
"Q394","It's the Cheshire Cat: now I shall have somebody to talk
to.","[""It's the Cheshire Cat: now I shall have somebody to talk\nto.""]","[[93101, 93161]]","Alice","['Alice']","Anaphoric","she said to herself","[['the Cheshire Cat']]","[[[93106, 93122]]]","[[['The Cat']]]"
"Q395","How are you getting on?","['How are you getting on?']","[[93165, 93188]]","The Cat","['Alice']","Explicit","said the Cat","[['you']]","[[[93173, 93176]]]","[[['Alice']]]"
"Q396","It's no use
speaking to it, till its ears have come, or at least one
of them.","[""It's no use\nspeaking to it,"", 'till its ears have come, or at least one\nof them.']","[[93316, 93343], [93359, 93408]]","Alice","[]","Anaphoric","she thought","[['it'], ['its']]","[[[93340, 93342]], [[93364, 93367]]]","[[['The Cat']], [['The Cat']]]"
"Q397","I don't think they play at all fairly, and they all quarrel so dreadfully one can't hear
oneself speak--and they don't seem to have any rules in particular; at
least, if there are, nobody attends to them--and you've no idea how
confusing it is all the things being alive; for instance, there's the
arch I've got to go through next walking about at the other end of the
ground--and I should have croqueted the Queen's hedgehog just now, only
it ran away when it saw mine coming!","[""I don't think they play at all fairly,"", ""and they all quarrel so dreadfully one can't hear\noneself speak--and they don't seem to have any rules in particular; at\nleast, if there are, nobody attends to them--and you've no idea how\nconfusing it is all the things being alive; for instance, there's the\narch I've got to go through next walking about at the other end of the\nground--and I should have croqueted the Queen's hedgehog just now, only\nit ran away when it saw mine coming!""]","[[93673, 93711], [93757, 94195]]","Alice","['The Cat']","Explicit","Alice began","[['they'], ['they', 'they', 'them', 'you', 'the Queen']]","[[[93687, 93691]], [[93761, 93765], [93826, 93830], [93917, 93921], [93927, 93930], [94123, 94132]]]","[[['The Queen', 'The Knave Of Hearts', 'The White Rabbit', 'The King Of Hearts']], [['The Queen', 'The Knave Of Hearts', 'The White Rabbit', 'The King Of Hearts'], ['The Queen', 'The Knave Of Hearts', 'The White Rabbit', 'The King Of Hearts'], ['The Queen', 'The Knave Of Hearts', 'The White Rabbit', 'The King Of Hearts'], ['The Cat'], ['The Queen']]]"
"Q398","How do you like the Queen?","['How do you like the Queen?']","[[94199, 94225]]","The Cat","['Alice']","Explicit","said the Cat","[['you', 'the Queen']]","[[[94206, 94209], [94215, 94224]]]","[[['Alice'], ['The Queen']]]"
"Q399","Not at all, she's so extremely--","['Not at all,', ""she's so extremely--""]","[[94258, 94269], [94284, 94304]]","Alice","['The Cat']","Explicit","said Alice","[[], ['she']]","[[], [[94284, 94287]]]","[[], [['The Queen']]]"
"Q400","--likely to win, that it's hardly worth while finishing the game.","[""--likely to win, that it's hardly worth while finishing the game.""]","[[94393, 94458]]","Alice","['The Cat', 'The Queen']","Anaphoric","she went on","[[]]","[[]]","[[]]"
"Q401","Who _are_ you talking to?","['Who _are_ you talking to?']","[[94495, 94520]]","The King Of Hearts","['The Cat', 'Alice']","Explicit","said the King","[['you']]","[[[94505, 94508]]]","[[['Alice']]]"
"Q402","It's a friend of mine--a Cheshire Cat, allow me to
introduce it.","[""It's a friend of mine--a Cheshire Cat,"", 'allow me to\nintroduce it.']","[[94610, 94648], [94663, 94688]]","Alice","['The Cat', 'The King Of Hearts']","Explicit","said Alice","[['It', 'a Cheshire Cat'], ['it']]","[[[94610, 94612], [94633, 94647]], [[94685, 94687]]]","[[['The Cat'], ['The Cat']], [['The Cat']]]"
"Q403","I don't like the look of it at all, however, it may
kiss my hand if it likes.","[""I don't like the look of it at all,"", 'however, it may\nkiss my hand if it likes.']","[[94692, 94727], [94745, 94786]]","The King Of Hearts","['The Cat', 'Alice']","Explicit","said the King","[['it'], ['it', 'it']]","[[[94717, 94719]], [[94754, 94756], [94777, 94779]]]","[[['The Cat']], [['The Cat'], ['The Cat']]]"
"Q404","I'd rather not,","[""I'd rather not,""]","[[94790, 94805]]","The Cat","['The King Of Hearts', 'Alice']","Explicit","the Cat remarked","[[]]","[[]]","[[]]"
"Q405","Don't be impertinent, and don't look at me like
that!","[""Don't be impertinent,"", ""and don't look at me like\nthat!""]","[[94827, 94848], [94866, 94897]]","The King Of Hearts","['The Cat', 'Alice']","Explicit","said the King","[[], []]","[[], []]","[[], []]"
"Q406","A cat may look at a king, I've read that in some book,
but I don't remember where.","['A cat may look at a king,', ""I've read that in some book,\nbut I don't remember where.""]","[[94934, 94959], [94974, 95030]]","Alice","['The Cat', 'The King Of Hearts']","Explicit","said Alice","[[], []]","[[], []]","[[], []]"
"Q407","Well, it must be removed,","['Well, it must be removed,']","[[95034, 95059]]","The King Of Hearts","['The Cat', 'Alice']","Explicit","said the King","[[]]","[[]]","[[]]"
"Q408","My dear! I wish you would
have this cat removed!","['My dear! I wish you would\nhave this cat removed!']","[[95148, 95196]]","The King Of Hearts","['The Cat', 'The Queen', 'Alice']","Anaphoric","he called the Queen","[['you', 'this cat']]","[[[95164, 95167], [95179, 95187]]]","[[['The Queen'], ['The Cat']]]"
"Q409","Off with his head!","['Off with his head!']","[[95273, 95291]]","The Queen","['The Cat', 'The King Of Hearts', 'Alice']","Anaphoric","she said","[['his']]","[[[95282, 95285]]]","[[['The Cat']]]"
"Q410","I'll fetch the executioner myself,","[""I'll fetch the executioner myself,""]","[[95333, 95367]]","The King Of Hearts","['The Cat', 'The Queen', 'Alice']","Explicit","said the King","[['the executioner']]","[[[95344, 95359]]]","[[['The Executioner']]]"
"Q411","but it doesn't
matter much, as all the arches are gone from this side
of the ground.","[""but it doesn't\nmatter much,"", 'as all the arches are gone from this side\nof the ground.']","[[96284, 96311], [96329, 96385]]","Alice","[]","Explicit","thought Alice","[[], []]","[[], []]","[[], []]"
"Q412","It belongs to the
Duchess: you'd better ask _her_ about it.","[""It belongs to the\nDuchess: you'd better ask _her_ about it.""]","[[97614, 97673]]","Alice","['The Cat', 'The Executioner', 'The King Of Hearts', 'The Queen']","Explicit","Alice could think of nothing else to say","[['the\nDuchess', 'you', 'her']]","[[[97628, 97639], [97641, 97644], [97659, 97662]]]","[[['The Duchess'], ['The King Of Hearts', 'The Queen'], ['The Duchess']]]"
"Q413","She's in prison, fetch her here.","[""She's in prison,"", 'fetch her here.']","[[97677, 97693], [97731, 97746]]","The Queen","['The Cat', 'Alice', 'The Executioner', 'The King Of Hearts']","Explicit","the Queen said to the executioner","[['She'], ['her']]","[[[97677, 97680]], [[97737, 97740]]]","[[['The Duchess']], [['The Duchess']]]"
"Q414","You can't think how glad I am to see you again, you dear old thing!","[""You can't think how glad I am to see you again, you dear old thing!""]","[[98096, 98163]]","The Duchess","['Alice']","Explicit","said the Duchess","[['You', 'you', 'you dear old thing', 'dear old thing']]","[[[98096, 98099], [98133, 98136], [98144, 98162], [98148, 98162]]]","[[['Alice'], ['Alice'], ['Alice'], ['Alice']]]"
"Q415","When _I'm_ a Duchess, I won't have any pepper in my kitchen _at all_. Soup
does very well without--Maybe it's always pepper that makes people
hot-tempered, and vinegar that makes them sour--and camomile that makes
them bitter--and--and barley-sugar and such things that make children
sweet-tempered. I only wish people knew _that_: then they wouldn't be
so stingy about it, you know--","[""When _I'm_ a Duchess,"", ""I won't have any pepper in my kitchen _at all_. Soup\ndoes very well without--Maybe it's always pepper that makes people\nhot-tempered,"", ""and vinegar that makes them sour--and camomile that makes\nthem bitter--and--and barley-sugar and such things that make children\nsweet-tempered. I only wish people knew _that_: then they wouldn't be\nso stingy about it, you know--""]","[[98443, 98464], [98525, 98658], [98732, 98960]]","Alice","['Alice']","Anaphoric","she said to herself","[[], [], []]","[[], [], []]","[[], [], []]"
"Q416","You're thinking
about something, my dear, and that makes you forget to talk. I can't
tell you just now what the moral of that is, but I shall remember it in
a bit.","[""You're thinking\nabout something, my dear, and that makes you forget to talk. I can't\ntell you just now what the moral of that is, but I shall remember it in\na bit.""]","[[99083, 99246]]","The Duchess","['Alice']","Anaphoric","she heard her voice","[['You', 'my dear', 'you', 'you']]","[[[99083, 99086], [99116, 99123], [99140, 99143], [99173, 99176]]]","[[['Alice'], ['Alice'], ['Alice'], ['Alice']]]"
"Q417","Perhaps it hasn't one,","[""Perhaps it hasn't one,""]","[[99250, 99272]]","Alice","['The Duchess']","Explicit","Alice ventured to remark","[[]]","[[]]","[[]]"
"Q418","Tut, tut, child! Everything's got a moral, if only
you can find it.","['Tut, tut, child!', ""Everything's got a moral, if only\nyou can find it.""]","[[99302, 99318], [99339, 99389]]","The Duchess","['Alice']","Explicit","said the Duchess","[['child'], ['you']]","[[[99312, 99317]], [[99373, 99376]]]","[[['Alice']], [['Alice']]]"
"Q419","The game's going on rather better now,","[""The game's going on rather better now,""]","[[99762, 99800]]","Alice","['The Duchess']","Anaphoric","she said","[[]]","[[]]","[[]]"
"Q420","'Tis so, and the moral of that is--'Oh, 'tis love,
'tis love, that makes the world go round!'","[""'Tis so,"", ""and the moral of that is--'Oh, 'tis love,\n'tis love, that makes the world go round!'""]","[[99862, 99870], [99891, 99975]]","The Duchess","['Alice']","Explicit","said the Duchess","[[], []]","[[], []]","[[], []]"
"Q421","Somebody said, that it's done by everybody minding
their own business!","['Somebody said,', ""that it's done by everybody minding\ntheir own business!""]","[[99979, 99993], [100013, 100068]]","Alice","['The Duchess']","Explicit","Alice whispered","[[], []]","[[], []]","[[], []]"
"Q422","Ah, well! It means much the same thing, and the moral of
_that_ is--'Take care of the sense, and the sounds will take care of
themselves.'","['Ah, well! It means much the same thing,', ""and the moral of\n_that_ is--'Take care of the sense, and the sounds will take care of\nthemselves.'""]","[[100072, 100111], [100198, 100296]]","The Duchess","['Alice']","Explicit","said the Duchess","[[], []]","[[], []]","[[], []]"
"Q423","How fond she is of finding morals in things!","['How fond she is of finding morals in things!']","[[100300, 100344]]","Alice","['Alice']","Explicit","Alice thought to herself","[['she']]","[[[100309, 100312]]]","[[['The Duchess']]]"
"Q424","I dare say you're wondering why I don't put my arm round your waist, the reason is, that I'm doubtful about
the temper of your flamingo. Shall I try the experiment?","[""I dare say you're wondering why I don't put my arm round your waist,"", ""the reason is, that I'm doubtful about\nthe temper of your flamingo. Shall I try the experiment?""]","[[100374, 100442], [100477, 100572]]","The Duchess","['Alice']","Explicit","the Duchess said","[['you', 'your'], ['your']]","[[[100385, 100388], [100431, 100435]], [[100530, 100534]]]","[[['Alice'], ['Alice']], [['Alice']]]"
"Q425","He might bite,","['He might bite,']","[[100576, 100590]]","Alice","['The Duchess']","Explicit","Alice cautiously replied","[[]]","[[]]","[[]]"
"Q426","Very true, flamingoes and mustard both bite. And
the moral of that is--'Birds of a feather flock together.'","['Very true,', ""flamingoes and mustard both bite. And\nthe moral of that is--'Birds of a feather flock together.'""]","[[100677, 100687], [100708, 100804]]","The Duchess","['Alice']","Explicit","said the Duchess","[[], []]","[[], []]","[[], []]"
"Q427","Only mustard isn't a bird,","[""Only mustard isn't a bird,""]","[[100808, 100834]]","Alice","['The Duchess']","Explicit","Alice remarked","[[]]","[[]]","[[]]"
"Q428","Right, as usual, what a clear way you have of
putting things!","['Right, as usual,', 'what a clear way you have of\nputting things!']","[[100854, 100870], [100891, 100935]]","The Duchess","['Alice']","Explicit","said the Duchess","[[], ['you']]","[[], [[100908, 100911]]]","[[], [['Alice']]]"
"Q429","It's a mineral, I _think_,","[""It's a mineral, I _think_,""]","[[100939, 100965]]","Alice","['The Duchess']","Explicit","said Alice","[[]]","[[]]","[[]]"
"Q430","Of course it is, there's a large mustard-mine near here.
And the moral of that is--'The more there is of mine, the less there is
of yours.'","['Of course it is,', ""there's a large mustard-mine near here.\nAnd the moral of that is--'The more there is of mine, the less there is\nof yours.'""]","[[100981, 100997], [101075, 101197]]","The Duchess","['Alice']","Explicit","said the Duchess","[[], []]","[[], []]","[[], []]"
"Q431","Oh, I know! it's a vegetable. It doesn't look like one, but it is.","['Oh, I know!', ""it's a vegetable. It doesn't look like one, but it is.""]","[[101201, 101212], [101274, 101328]]","Alice","['The Duchess']","Explicit","exclaimed Alice","[[], []]","[[], []]","[[], []]"
"Q432","I quite agree with you, and the moral of that
is--'Be what you would seem to be'--or if you'd like it put more
simply--'Never imagine yourself not to be otherwise than what it might
appear to others that what you were or might have been was not
otherwise than what you had been would have appeared to them to be
otherwise.'","['I quite agree with you,', ""and the moral of that\nis--'Be what you would seem to be'--or if you'd like it put more\nsimply--'Never imagine yourself not to be otherwise than what it might\nappear to others that what you were or might have been was not\notherwise than what you had been would have appeared to them to be\notherwise.'""]","[[101332, 101355], [101376, 101675]]","The Duchess","['Alice']","Explicit","said the Duchess","[['you'], ['you']]","[[[101351, 101354]], [[101440, 101443]]]","[[['Alice']], [['Alice']]]"
"Q433","I think I should understand that better, if I had it written down: but I can't quite follow it as you say it.","['I think I should understand that better,', ""if I had it written down: but I can't quite follow it as you say it.""]","[[101679, 101719], [101748, 101816]]","Alice","['The Duchess']","Explicit","Alice said","[[], ['you']]","[[], [[101805, 101808]]]","[[], [['The Duchess']]]"
"Q434","That's nothing to what I could say if I chose,","[""That's nothing to what I could say if I chose,""]","[[101820, 101866]]","The Duchess","['Alice']","Explicit","the Duchess replied","[[]]","[[]]","[[]]"
"Q435","Pray don't trouble yourself to say it any longer than that,","[""Pray don't trouble yourself to say it any longer than that,""]","[[101910, 101969]]","Alice","['The Duchess']","Explicit","said Alice","[[]]","[[]]","[[]]"
"Q436","Oh, don't talk about trouble! I make you a present
of everything I've said as yet.","[""Oh, don't talk about trouble!"", ""I make you a present\nof everything I've said as yet.""]","[[101985, 102014], [102035, 102087]]","The Duchess","['Alice']","Explicit","said the Duchess","[[], ['you']]","[[], [[102042, 102045]]]","[[], [['Alice']]]"
"Q437","A cheap sort of present! I'm glad they don't give
birthday presents like that!","['A cheap sort of present!', ""I'm glad they don't give\nbirthday presents like that!""]","[[102091, 102115], [102133, 102186]]","Alice","[]","Explicit","thought Alice","[[], []]","[[], []]","[[], []]"
"Q438","Thinking again?","['Thinking again?']","[[102234, 102249]]","The Duchess","['Alice']","Explicit","the Duchess asked","[[]]","[[]]","[[]]"
"Q439","I've a right to think,","[""I've a right to think,""]","[[102315, 102337]]","Alice","['The Duchess']","Explicit","said Alice","[[]]","[[]]","[[]]"
"Q440","Just about as much right, as pigs have to fly; and
the m--","['Just about as much right,', 'as pigs have to fly; and\nthe m--']","[[102409, 102434], [102455, 102487]]","The Duchess","['Alice']","Explicit","said the Duchess","[[], []]","[[], []]","[[], []]"
"Q441","A fine day, your Majesty!","['A fine day, your Majesty!']","[[102779, 102804]]","The Duchess","['The Queen', 'Alice']","Explicit","the Duchess began","[['your Majesty']]","[[[102791, 102803]]]","[[['The Queen']]]"
"Q442","Now, I give you fair warning, either you or your head must be off, and that in
about half no time! Take your choice!","['Now, I give you fair warning,', 'either you or your head must be off, and that in\nabout half no time! Take your choice!']","[[102848, 102877], [102936, 103022]]","The Queen","['The Duchess', 'Alice']","Explicit","shouted the Queen","[['you'], ['you', 'your', 'your']]","[[[102860, 102863]], [[102943, 102946], [102950, 102954], [103010, 103014]]]","[[['The Duchess']], [['The Duchess'], ['The Duchess'], ['The Duchess']]]"
"Q443","Let's go on with the game,","[""Let's go on with the game,""]","[[103082, 103108]]","The Queen","['Alice']","Explicit","the Queen said to Alice","[[""'s""]]","[[[103085, 103087]]]","[[['The Queen', 'Alice']]]"
"Q444","Off with his head! Off with
her head!","['Off with his head!', 'Off with\nher head!']","[[103579, 103597], [103603, 103621]]","The Queen","['The King Of Hearts', 'Alice']","Explicit","the Queen never left off quarrelling with the other players and shouting","[[], []]","[[], []]","[[], []]"
"Q445","Have
you seen the Mock Turtle yet?","['Have\nyou seen the Mock Turtle yet?']","[[103989, 104023]]","The Queen","['The King Of Hearts', 'Alice']","Explicit","the Queen left off quite out of breath and said to Alice","[['you', 'the Mock Turtle']]","[[[103994, 103997], [104003, 104018]]]","[[['Alice'], ['The Mock Turtle']]]"
"Q446","No, I don't even know what a Mock Turtle is.","['No,', ""I don't even know what a Mock Turtle is.""]","[[104027, 104030], [104045, 104085]]","Alice","['The King Of Hearts', 'The Queen']","Explicit","said Alice","[[], []]","[[], []]","[[], []]"
"Q447","It's the thing Mock Turtle Soup is made from,","[""It's the thing Mock Turtle Soup is made from,""]","[[104089, 104134]]","The Queen","['The King Of Hearts', 'Alice']","Explicit","said the Queen","[[]]","[[]]","[[]]"
"Q448","I never saw one, or heard of one,","['I never saw one, or heard of one,']","[[104154, 104187]]","Alice","['The King Of Hearts', 'The Queen']","Explicit","said Alice","[[]]","[[]]","[[]]"
"Q449","Come on, then, and he shall tell you his history,","['Come on, then,', 'and he shall tell you his history,']","[[104203, 104217], [104236, 104270]]","The Queen","['The King Of Hearts', 'Alice']","Explicit","said the Queen","[[], ['he', 'you', 'his']]","[[], [[104240, 104242], [104254, 104257], [104258, 104261]]]","[[], [['The Mock Turtle'], ['Alice'], ['The Mock Turtle']]]"
"Q450","You are all pardoned.","['You are all pardoned.']","[[104370, 104391]]","The King Of Hearts","[]","Explicit","the King say in a low voice to the company","[['You']]","[[[104370, 104373]]]","[[['The White Rabbit', 'The Knave Of Hearts']]]"
"Q451","Come, _that's_ a
good thing!","[""Come, _that's_ a\ngood thing!""]","[[104394, 104422]]","Alice","['Alice']","Anaphoric","she said to herself","[[]]","[[]]","[[]]"
"Q452","Up, lazy
thing! and take this young lady to see the Mock
Turtle, and to hear his history. I must go back and see after some
executions I have ordered;","['Up, lazy\nthing!', 'and take this young lady to see the Mock\nTurtle, and to hear his history. I must go back and see after some\nexecutions I have ordered;']","[[104655, 104670], [104689, 104823]]","The Queen","['Alice', 'The Gryphon']","Explicit","said the Queen","[['lazy\nthing'], ['this young lady', 'the Mock\nTurtle', 'his']]","[[[104659, 104669]], [[104698, 104713], [104721, 104736], [104750, 104753]]]","[[['The Gryphon']], [['Alice'], ['The Mock Turtle'], ['The Mock Turtle']]]"
"Q453","What fun!","['What fun!']","[[105167, 105176]]","The Gryphon","['Alice']","Explicit","said the Gryphon half to itself half to Alice","[[]]","[[]]","[[]]"
"Q454","What _is_ the fun?","['What _is_ the fun?']","[[105229, 105247]]","Alice","['The Gryphon']","Explicit","said Alice","[[]]","[[]]","[[]]"
